x,y,z,V,triangle
2.5000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,12
2.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,12
2.5000000000000000e+00,-8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,13
6.0000000000000000e+00,-8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,13
6.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,13
2.5000000000000000e+00,-8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,14
6.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,14
2.5000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,14
6.0000000000000000e+00,-8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,15
6.0000000000000000e+00,-6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,15
6.0000000000000000e+00,-6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,15
6.0000000000000000e+00,-8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,16
6.0000000000000000e+00,-6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,16
6.0000000000000000e+00,-8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,16
6.0000000000000000e+00,-6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,17
6.0000000000000000e+00,-5.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,17
6.0000000000000000e+00,-5.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,17
6.0000000000000000e+00,-6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,18
6.0000000000000000e+00,-5.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,18
6.0000000000000000e+00,-6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,18
6.0000000000000000e+00,-5.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,19
6.0000000000000000e+00,1.5000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,19
6.0000000000000000e+00,1.5000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,19
6.0000000000000000e+00,-5.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,20
6.0000000000000000e+00,1.5000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,20
6.0000000000000000e+00,-5.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,20
6.0000000000000000e+00,1.5000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,21
6.0000000000000000e+00,6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,21
6.0000000000000000e+00,6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,21
6.0000000000000000e+00,1.5000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,22
6.0000000000000000e+00,6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,22
6.0000000000000000e+00,1.5000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,22
6.0000000000000000e+00,6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,23
6.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,23
6.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,23
6.0000000000000000e+00,6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,24
6.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,24
6.0000000000000000e+00,6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,24
6.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,25
2.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,25
2.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,25
6.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,26
2.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,26
6.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,26
2.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,27
1.9147802928999980e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,27
1.9147802928999980e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,27
2.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,28
1.9147802928999980e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,28
2.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,28
1.9147802928999980e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,29
1.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,29
